id,realm,depth,current_type,is_leaf,current_path,bucket,target_path,target_realm,proposed_new_type,import_source,notes
culture-mass-media-film-and-cinema-lists-film-festivals,Culture,5,event,true,Culture / Mass media / Film and cinema / Lists / Film festivals,INTRA_REALM,Culture / Mass media / Film and cinema / Festivals,,event_list,,
culture-mass-media-film-and-cinema-lists-film-institutes,Culture,5,event,true,Culture / Mass media / Film and cinema / Lists / Film institutes,INTRA_REALM,Culture / Mass media / Film and cinema / Institutes,,organization_list,,
culture-mass-media-film-and-cinema-lists-films,Culture,5,event,false,Culture / Mass media / Film and cinema / Lists / Films,IMPORT_REALIZE,Culture / Mass media / Film and cinema / Films,,entity_container,media reference (TMDB),
culture-mass-media-film-and-cinema-lists-films-by-genre,Culture,6,event,false,Culture / Mass media / Film and cinema / Lists / Films / By genre,LENS,lens: by-genre on Culture / Mass media / Film and cinema / Films,,,,§12 — dissolves the 8 per-genre leaves below
culture-mass-media-film-and-cinema-lists-films-by-genre-cult,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Cult,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-fantasy,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Fantasy,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-horror,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Horror,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-musicals,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Musicals,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-noir,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Noir,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-science-fiction,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Science fiction,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-war,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / War,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-genre-westerns,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By genre / Westerns,DISSOLVE,,,,,Per-genre bucket dissolved by LENS conversion of by-genre parent.
culture-mass-media-film-and-cinema-lists-films-by-title,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / By title,LENS,lens: by-title (alphabetical) on Culture / Mass media / Film and cinema / Films,,,,§12 — alphabetical sort lens
culture-mass-media-film-and-cinema-lists-films-by-year,Culture,6,event,false,Culture / Mass media / Film and cinema / Lists / Films / By year,LENS,lens: temporal-axis on Culture / Mass media / Film and cinema / Films,,,,§12 — dissolves the 10 per-decade leaves below
culture-mass-media-film-and-cinema-lists-films-by-year-1920s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1920s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1930s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1930s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1940s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1940s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1950s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1950s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1960s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1960s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1970s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1970s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1980s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1980s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-1990s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 1990s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-2000s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 2000s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-by-year-2010s,Culture,7,event,true,Culture / Mass media / Film and cinema / Lists / Films / By year / 2010s,DISSOLVE,,,,,Per-decade bucket dissolved by LENS conversion of by-year parent.
culture-mass-media-film-and-cinema-lists-films-computer-animated-films,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Computer-animated films,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Computer-animated,,genre_list,,
culture-mass-media-film-and-cinema-lists-films-film-series,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Film series,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Film series,,entity_list,,Franchise sequel-chains
culture-mass-media-film-and-cinema-lists-films-greatest,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Greatest,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Greatest,,ranked_list,,Critic-poll rankings
culture-mass-media-film-and-cinema-lists-films-highest-grossing,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Highest-grossing,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Highest-grossing,,ranked_list,,
culture-mass-media-film-and-cinema-lists-films-most-expensive,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Most expensive,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Most expensive,,ranked_list,,
culture-mass-media-film-and-cinema-lists-films-preserved-films,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Preserved films,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Preserved films,,entity_list,,NFR preservation
culture-mass-media-film-and-cinema-lists-films-rated-nc-17,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Rated NC-17,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Rated NC-17,,reference,,Rating-specific reference
culture-mass-media-film-and-cinema-lists-films-trilogies,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Trilogies,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Trilogies,,entity_list,,
culture-mass-media-film-and-cinema-lists-films-worst,Culture,6,event,true,Culture / Mass media / Film and cinema / Lists / Films / Worst,INTRA_REALM,Culture / Mass media / Film and cinema / Films / Worst,,ranked_list,,
culture-performing-arts-music-lists,Culture,4,event,false,Culture / Performing arts / Music / Lists,DISSOLVE_CONTAINER,,,,,
culture-performing-arts-music-lists-concert-tours,Culture,5,event,true,Culture / Performing arts / Music / Lists / Concert tours,INTRA_REALM,Culture / Performing arts / Music / Concert tours,,event_list,,
culture-performing-arts-music-lists-electronic-music-lists,Culture,5,event,false,Culture / Performing arts / Music / Lists / Electronic music lists,INTRA_REALM,Culture / Performing arts / Music / Electronic music,,genre_container,,Electronic music as a genre branch
culture-performing-arts-music-lists-electronic-music-lists-music-genres,Culture,6,event,true,Culture / Performing arts / Music / Lists / Electronic music lists / Music genres,INTRA_REALM,Culture / Performing arts / Music / Electronic music / Sub-genres,,genre_list,,Within-electronic-music breakdown; distinct from the broader Music genres atom
culture-performing-arts-music-lists-electronic-music-lists-record-labels,Culture,6,event,true,Culture / Performing arts / Music / Lists / Electronic music lists / Record labels,INTRA_REALM,Culture / Performing arts / Music / Electronic music / Record labels,,organization_list,,Electronic-music-specific labels (vs. the broader Record labels atom)
culture-performing-arts-music-lists-music-genres,Culture,5,event,true,Culture / Performing arts / Music / Lists / Music genres,INTRA_REALM,Culture / Performing arts / Music / Genres,,genre_container,,Top-level music-genre reference
culture-performing-arts-music-lists-musical-events,Culture,5,event,true,Culture / Performing arts / Music / Lists / Musical events,INTRA_REALM,Culture / Performing arts / Music / Musical events,,event_list,,Cross-link to History/Lists/Musical events (historical) — which moves here
culture-performing-arts-music-lists-musical-instruments,Culture,5,event,true,Culture / Performing arts / Music / Lists / Musical instruments,DISSOLVE,,,,,Dup of Culture / Performing arts / Music / Musical instruments (existing real branch). Cross-link via realm_tags.
culture-performing-arts-music-lists-musicians-and-musical-groups,Culture,5,event,false,Culture / Performing arts / Music / Lists / Musicians and musical groups,IMPORT_REALIZE,Culture / Performing arts / Music / Musicians and groups,,entity_container,media reference (MusicBrainz),
culture-performing-arts-music-lists-musicians-and-musical-groups-bands,Culture,6,event,false,Culture / Performing arts / Music / Lists / Musicians and musical groups / Bands,IMPORT_REALIZE,Culture / Performing arts / Music / Musicians and groups / Bands,,entity_container,MusicBrainz,
culture-performing-arts-music-lists-musicians-and-musical-groups-bands-hardcore-punk-bands,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Bands / Hardcore punk bands,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Bands / Hardcore punk,,entity_list,,Genre-specific sub-list
culture-performing-arts-music-lists-musicians-and-musical-groups-composers,Culture,6,event,false,Culture / Performing arts / Music / Lists / Musicians and musical groups / Composers,IMPORT_REALIZE,Culture / Performing arts / Music / Musicians and groups / Composers,,role_container,MusicBrainz,
culture-performing-arts-music-lists-musicians-and-musical-groups-composers-classical-music-composers,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Composers / Classical music composers,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Composers / Classical,,role_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-composers-songwriters-hall-of-fame,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Composers / Songwriters Hall of Fame,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Composers / Songwriters Hall of Fame,,award_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians,Culture,6,event,false,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians,IMPORT_REALIZE,Culture / Performing arts / Music / Musicians and groups / Musicians,,role_container,MusicBrainz,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-alternative-music-artists,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Alternative music artists,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Alternative,,role_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-ambient-artists,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Ambient artists,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Ambient,,role_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-best-selling-music-artists,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Best-selling music artists,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Best-selling,,ranked_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-disco-artists,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Disco artists,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Disco,,role_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-grammy-hall-of-fame-award-recipients,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Grammy Hall of Fame Award recipients,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Grammy Hall of Fame recipients,,award_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-hip-hop-artists,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Hip hop artists,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Hip hop,,role_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-r-b-musicians,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / R&B musicians,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / R&B,,role_list,,
culture-performing-arts-music-lists-musicians-and-musical-groups-musicians-soul-musicians,Culture,7,event,true,Culture / Performing arts / Music / Lists / Musicians and musical groups / Musicians / Soul musicians,INTRA_REALM,Culture / Performing arts / Music / Musicians and groups / Musicians / Soul,,role_list,,
culture-performing-arts-music-lists-opera-houses,Culture,5,event,true,Culture / Performing arts / Music / Lists / Opera houses,INTRA_REALM,Culture / Performing arts / Music / Opera houses,,institution_list,,
culture-performing-arts-music-lists-record-labels,Culture,5,event,true,Culture / Performing arts / Music / Lists / Record labels,IMPORT_REALIZE,Culture / Performing arts / Music / Record labels,,organization_container,MusicBrainz,
culture-performing-arts-music-lists-schools-of-music,Culture,5,event,true,Culture / Performing arts / Music / Lists / Schools of music,INTRA_REALM,Culture / Performing arts / Music / Schools of music,,institution_list,,Music conservatories — distinct from Philosophy/Schools and Education/Schools
culture-performing-arts-music-lists-songs-and-compositions,Culture,5,event,false,Culture / Performing arts / Music / Lists / Songs and compositions,IMPORT_REALIZE,Culture / Performing arts / Music / Songs and compositions,,entity_container,MusicBrainz,
culture-performing-arts-music-lists-songs-and-compositions-albums,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Albums,IMPORT_REALIZE,Culture / Performing arts / Music / Songs and compositions / Albums,,entity_container,MusicBrainz,
culture-performing-arts-music-lists-songs-and-compositions-best-selling-singles-by-year-uk,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Best selling singles by year (UK),LENS,lens: temporal-axis on UK singles chart,,,,§12 — UK-specific chart history
culture-performing-arts-music-lists-songs-and-compositions-christmas-carols,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Christmas carols,INTRA_REALM,Culture / Performing arts / Music / Songs and compositions / Christmas carols,,entity_list,,
culture-performing-arts-music-lists-songs-and-compositions-christmas-number-one-singles-uk,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Christmas number one singles (UK),INTRA_REALM,Culture / Performing arts / Music / Songs and compositions / Christmas number-one singles (UK),,entity_list,,UK-specific
culture-performing-arts-music-lists-songs-and-compositions-compositions-of-johann-sebastian-bach,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Compositions of Johann Sebastian Bach,INTRA_REALM,Culture / Performing arts / Music / Songs and compositions / By composer / J.S. Bach,,entity_list,,Per-composer catalog
culture-performing-arts-music-lists-songs-and-compositions-famous-operas,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Famous operas,INTRA_REALM,Culture / Performing arts / Music / Songs and compositions / Famous operas,,entity_list,,
culture-performing-arts-music-lists-songs-and-compositions-operettas,Culture,6,event,true,Culture / Performing arts / Music / Lists / Songs and compositions / Operettas,INTRA_REALM,Culture / Performing arts / Music / Songs and compositions / Operettas,,entity_list,,
culture-performing-arts-music-lists-video-game-music,Culture,5,event,false,Culture / Performing arts / Music / Lists / Video game music,INTRA_REALM,Culture / Performing arts / Music / Video game music,,genre_container,,
culture-performing-arts-music-lists-video-game-music-video-game-musicians,Culture,6,event,true,Culture / Performing arts / Music / Lists / Video game music / Video game musicians,INTRA_REALM,Culture / Performing arts / Music / Video game music / Composers,,role_list,,
culture-sports-ball-games-association-football-lists,Culture,5,event,false,Culture / Sports / Ball games / Association football / Lists,DISSOLVE_CONTAINER,,,,,
culture-sports-ball-games-association-football-lists-100-greatest-living-football-players,Culture,6,event,true,Culture / Sports / Ball games / Association football / Lists / 100 Greatest Living Football Players,INTRA_REALM,Culture / Sports / Ball games / Association football / 100 Greatest Living Football Players,,ranked_list,,
culture-sports-ball-games-association-football-lists-football-clubs-in-france,Culture,6,event,true,Culture / Sports / Ball games / Association football / Lists / Football clubs in France,INTRA_REALM,Culture / Sports / Ball games / Association football / Clubs / France,,organization_list,,Per-country clubs sub-list
culture-sports-ball-games-association-football-lists-football-teams,Culture,6,event,true,Culture / Sports / Ball games / Association football / Lists / Football teams,IMPORT_REALIZE,Culture / Sports / Ball games / Association football / Teams,,organization_container,FIFA/UEFA reference,
culture-sports-ball-games-association-football-lists-national-association-football-teams-by-nickname,Culture,6,event,true,Culture / Sports / Ball games / Association football / Lists / National association football teams by nickname,INTRA_REALM,Culture / Sports / Ball games / Association football / National teams / By nickname,,reference,,Onomastic curiosity
culture-sports-ball-games-association-football-lists-women-s-association-football-clubs,Culture,6,event,true,Culture / Sports / Ball games / Association football / Lists / Women's association football clubs,INTRA_REALM,Culture / Sports / Ball games / Association football / Clubs / Women's,,organization_list,,
culture-sports-ball-games-baseball-lists,Culture,5,event,false,Culture / Sports / Ball games / Baseball / Lists,DISSOLVE_CONTAINER,,,,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners,Culture,6,event,false,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners,,award_container,,Parent of position-specific sub-lists
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-1st-base,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / 1st Base,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / 1st Base,,award_list,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-2nd-base,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / 2nd Base,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / 2nd Base,,award_list,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-3rd-base,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / 3rd Base,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / 3rd Base,,award_list,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-catcher,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / Catcher,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / Catcher,,award_list,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-outfield,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / Outfield,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / Outfield,,award_list,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-pitcher,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / Pitcher,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / Pitcher,,award_list,,
culture-sports-ball-games-baseball-lists-al-gold-glove-winners-shortstop,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / AL Gold Glove Winners / Shortstop,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / AL Gold Glove Winners / Shortstop,,award_list,,
culture-sports-ball-games-baseball-lists-highest-paid-baseball-players,Culture,6,event,true,Culture / Sports / Ball games / Baseball / Lists / Highest paid baseball players,INTRA_REALM,Culture / Sports / Ball games / Baseball / Highest-paid players,,ranked_list,,
culture-sports-ball-games-baseball-lists-lifetime-home-run-leaders,Culture,6,event,true,Culture / Sports / Ball games / Baseball / Lists / Lifetime home run leaders,INTRA_REALM,Culture / Sports / Ball games / Baseball / Lifetime home run leaders,,ranked_list,,
culture-sports-ball-games-baseball-lists-major-league-baseball-players,Culture,6,event,true,Culture / Sports / Ball games / Baseball / Lists / Major league baseball players,IMPORT_REALIZE,Culture / Sports / Ball games / Baseball / Major League players,,role_container,MLB reference,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners,Culture,6,event,false,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners,,award_container,,Sibling of AL Gold Glove Winners
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-1st-base,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / 1st Base,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / 1st Base,,award_list,,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-2nd-base,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / 2nd Base,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / 2nd Base,,award_list,,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-3rd-base,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / 3rd Base,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / 3rd Base,,award_list,,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-catcher,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Catcher,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / Catcher,,award_list,,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-outfield,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Outfield,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / Outfield,,award_list,,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-pitcher,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Pitcher,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / Pitcher,,award_list,,
culture-sports-ball-games-baseball-lists-nl-gold-glove-winners-shortstop,Culture,7,event,true,Culture / Sports / Ball games / Baseball / Lists / NL Gold Glove Winners / Shortstop,INTRA_REALM,Culture / Sports / Ball games / Baseball / Awards / NL Gold Glove Winners / Shortstop,,award_list,,
culture-sports-ball-games-baseball-lists-triple-crown,Culture,6,event,true,Culture / Sports / Ball games / Baseball / Lists / Triple crown,INTRA_REALM,Culture / Sports / Ball games / Baseball / Triple Crown,,award_list,,
culture-sports-combat-sports-martial-arts-lists,Culture,5,event,false,Culture / Sports / Combat sports / Martial arts / Lists,DISSOLVE_CONTAINER,,,,,
culture-sports-combat-sports-martial-arts-lists-martial-arts-weapons,Culture,6,event,true,Culture / Sports / Combat sports / Martial arts / Lists / Martial arts weapons,INTRA_REALM,Culture / Sports / Combat sports / Martial arts / Weapons,,entity_list,,
culture-sports-lists,Culture,3,event,false,Culture / Sports / Lists,DISSOLVE_CONTAINER,,,,,
culture-sports-lists-climbing,Culture,4,event,true,Culture / Sports / Lists / Climbing,INTRA_REALM,Culture / Sports / Climbing,,sport_container,,Promote to its own Sports sub-branch
culture-sports-lists-gay-athletes,Culture,4,event,true,Culture / Sports / Lists / Gay athletes,INTRA_REALM,Culture / Sports / Notable athletes / Gay athletes,,curiosity_list,,
culture-sports-lists-judo-techniques,Culture,4,event,true,Culture / Sports / Lists / Judo techniques,INTRA_REALM,Culture / Sports / Combat sports / Martial arts / Judo / Techniques,,concept_list,,
culture-sports-lists-ski-areas,Culture,4,event,true,Culture / Sports / Lists / Ski areas,INTRA_REALM,Culture / Sports / Winter sports / Skiing / Ski areas,,site_list,,
culture-sports-lists-sports-leagues,Culture,4,event,false,Culture / Sports / Lists / Sports leagues,IMPORT_REALIZE,Culture / Sports / Sports leagues,,organization_container,sports-organizations registry,
culture-sports-lists-sports-leagues-defunct-sports-leagues,Culture,5,event,true,Culture / Sports / Lists / Sports leagues / Defunct sports leagues,INTRA_REALM,Culture / Sports / Sports leagues / Defunct,,organization_list,,
culture-sports-lists-surfing,Culture,4,event,true,Culture / Sports / Lists / Surfing,DISSOLVE,,,,,Cross-drawer dup: Culture / Sports / Water sports / Surfing already exists in production (verified collision check). Drop the Lists copy.
health-lists,Health,2,event,false,Health / Lists,DISSOLVE_CONTAINER,,,,,
health-lists-acronyms-in-healthcare,Health,3,event,true,Health / Lists / Acronyms in healthcare,INTRA_REALM,Health / Medicine / Acronyms in healthcare,,reference,,"Medical-vocabulary reference; could also live under a future ""Health / Reference"" L2"
health-lists-alternative-medicine-modalities,Health,3,event,true,Health / Lists / Alternative medicine modalities,INTRA_REALM,Health / Medicine / Alternative medicine modalities,,modality_list,,No existing Alternative-medicine branch; sits under Medicine
health-lists-dsm-iv-codes,Health,3,event,true,Health / Lists / DSM-IV codes,ADJUDICATE,,,,,"§10: DSM-IV superseded by DSM-5. Rename to DSM-5 codes + refresh, or keep as historical reference?"
health-lists-medical-abbreviations,Health,3,event,true,Health / Lists / Medical abbreviations,INTRA_REALM,Health / Medicine / Medical abbreviations,,reference,,Pairs with acronyms-in-healthcare; consider merging or keeping as sibling
health-lists-pharmaceutical-drugs-list,Health,3,event,true,Health / Lists / Pharmaceutical drugs list,DISSOLVE,,,,,Cross-drawer dup: Health / Substances / Pharmaceutical drugs already exists in production (verified collision check). Drop the Lists copy; the existing atom is the IMPORT_REALIZE target — flag for the import pass.
health-lists-psychiatric-drugs-by-condition,Health,3,event,true,Health / Lists / Psychiatric drugs by condition,IMPORT_REALIZE,Health / Substances / Psychiatric drugs / By condition,,entity_container,drug reference DB,"Sub-container of pharmaceutical drugs; ""by condition"" is a tag/lens within"
health-lists-psychotherapies,Health,3,event,true,Health / Lists / Psychotherapies,INTRA_REALM,Health / Mental health / Psychotherapies,,modality_list,,Mental health L2 is the natural home
health-lists-reference-ranges-for-common-blood-tests,Health,3,event,true,Health / Lists / Reference ranges for common blood tests,INTRA_REALM,Health / Health sciences / Reference ranges for common blood tests,,reference,,Diagnostic reference; Health sciences L2 holds laboratory reference data
health-lists-surgical-procedures,Health,3,event,true,Health / Lists / Surgical procedures,INTRA_REALM,Health / Medicine / Surgical procedures,,procedure_list,,Could become IMPORT_REALIZE from ICD-10-PCS if you want a full surgical catalog
history-lists,History,2,event,false,History / Lists,DISSOLVE_CONTAINER,,,,,
history-lists-archaeological-sites,History,3,event,true,History / Lists / Archaeological sites,INTRA_REALM,History / Historical sciences / Archaeology / Archaeological sites,,site_list,,Historical-sciences L2 holds archaeology
history-lists-battles,History,3,event,true,History / Lists / Battles,INTRA_REALM,History / Military history / Battles,,event_list,,Military-history L2
history-lists-by-decade-century-or-millennium,History,3,event,true,"History / Lists / By decade, century, or millennium",LENS,lens: temporal-axis (coarser-grained than By-year),,,,§12 — pairs with By-year as multi-scale temporal lens
history-lists-by-year,History,3,event,true,History / Lists / By year,LENS,lens: temporal-axis on History,,,,"§12 — precedent already set per spec §3 (history/by-region, geography/groupings)"
history-lists-civil-wars-list,History,3,event,true,History / Lists / Civil wars list,INTRA_REALM,History / Wars / Civil wars,,event_list,,"History/Wars L2; drop "" list"" suffix"
history-lists-coups-and-coup-attempts,History,3,event,true,History / Lists / Coups and coup attempts,INTRA_REALM,History / Historical events / Coups and coup attempts,,event_list,,Historical-events L2
history-lists-cyclones-list,History,3,event,true,History / Lists / Cyclones list,INTRA_REALM,History / Historical events / Natural disasters / Cyclones,,event_list,,Historical cyclones (distinct from Science / Earth science / Meteorology cyclone-physics)
